Date,Region,Category,Product,Quantity,Unit_Price,Discount_Percent,Sales_Amount,Profit,Customer_Age,Customer_Rating,Payment_Method,Channel
2023-10-26,South,Furniture,Table,10,264.1,15,2564.37,524.81,40,4.6,Cash,In-Store
2023-10-26,North,Toys,Puzzle,6,35.46,10,218.75,51.32,37,5.0,Bank Transfer,In-Store
2023-10-27,South,Clothing,Shoes,7,56.0,25,337.76,148.18,40,3.9,E-Wallet,Online
2023-10-27,West,Electronics,Laptop,1,386.89,15,377.78,115.84,33,5.0,E-Wallet,Online
2023-10-27,North,Toys,Board Game,7,36.61,0,294.37,119.13,32,3.2,Credit Card,Online
2023-10-28,South,Furniture,Sofa,9,255.96,10,2394.94,482.57,39,4.8,Credit Card,In-Store
2023-10-28,South,Electronics,Tablet,5,544.89,10,2832.42,1176.22,18,3.5,Credit Card,Online
2023-10-28,East,Food,Snacks,7,21.74,25,131.82,40.89,33,4.7,E-Wallet,Online
2023-10-29,Central,Clothing,Shoes,4,70.42,0,327.16,92.81,28,4.4,Credit Card,Online
2023-10-29,South,Food,Snacks,4,20.6,0,95.7,20.65,27,4.6,Credit Card,In-Store
2023-10-30,South,Furniture,Table,8,382.28,0,3571.2,850.61,33,3.2,E-Wallet,In-Store
2023-10-30,West,Electronics,Headphones,5,520.01,10,2732.56,1061.77,20,4.4,Cash,Online
2023-10-30,East,Furniture,Shelf,3,241.02,0,844.34,259.08,33,4.0,E-Wallet,In-Store
2023-10-31,North,Electronics,Smartphone,2,531.87,10,1123.91,237.83,41,5.0,E-Wallet,In-Store
2023-10-31,East,Toys,Action Figure,8,42.28,15,337.53,89.81,51,3.6,Credit Card,Online
2023-10-31,North,Clothing,Shoes,3,71.38,5,238.83,66.37,66,3.0,Bank Transfer,Online
2023-11-01,North,Toys,Doll,6,42.45,10,270.52,70.68,18,2.8,Credit Card,In-Store
2023-11-01,East,Toys,Action Figure,7,44.82,20,296.21,109.41,25,4.0,Bank Transfer,Online
2023-11-01,South,Furniture,Chair,8,357.95,10,3041.49,814.17,33,3.8,Cash,In-Store
2023-11-02,Central,Clothing,Jeans,6,60.15,0,428.14,167.74,39,3.8,E-Wallet,In-Store
2023-11-02,South,Electronics,Tablet,6,360.61,0,2566.65,880.3,42,3.8,E-Wallet,In-Store
2023-11-03,East,Electronics,Smartphone,9,551.24,5,5619.52,1278.54,30,5.0,Cash,In-Store
2023-11-03,East,Food,Snacks,6,24.76,0,177.14,78.87,18,3.9,E-Wallet,In-Store
2023-11-03,North,Electronics,Headphones,7,471.61,10,3542.56,1227.21,51,5.0,Bank Transfer,Online
2023-11-04,West,Furniture,Sofa,4,241.16,25,866.99,332.31,44,4.5,Bank Transfer,Online
2023-11-04,North,Toys,Action Figure,10,41.84,10,451.26,180.66,47,3.4,E-Wallet,Online
2023-11-04,Central,Toys,Puzzle,6,51.73,5,353.34,84.93,35,4.1,E-Wallet,In-Store
2023-11-05,North,Toys,Board Game,6,37.57,0,271.44,74.88,42,5.0,Credit Card,In-Store
2023-11-05,South,Clothing,Jeans,8,59.86,20,461.38,194.63,18,5.0,E-Wallet,In-Store
2023-11-05,North,Electronics,Smartphone,5,514.62,20,2478.98,809.1,24,5.0,E-Wallet,In-Store
2023-11-06,Central,Furniture,Chair,7,362.22,5,2915.01,971.5,53,4.4,E-Wallet,Online
2023-11-06,East,Clothing,Shoes,5,60.52,5,347.9,144.16,38,3.6,E-Wallet,Online
2023-11-07,East,Food,Beverages,6,23.87,10,156.75,39.2,62,5.0,Credit Card,Online
2023-11-07,North,Furniture,Shelf,7,380.67,0,3240.29,1161.1,25,4.4,Credit Card,In-Store
2023-11-07,West,Furniture,Shelf,3,341.57,0,1246.05,323.37,71,4.6,Credit Card,In-Store
2023-11-08,North,Furniture,Sofa,10,257.85,0,3150.35,1266.39,73,4.0,Cash,In-Store
2023-11-08,Central,Toys,Doll,3,33.38,5,116.22,43.15,29,3.3,Credit Card,Online
2023-11-08,North,Furniture,Chair,6,312.53,0,2291.04,976.46,32,4.3,E-Wallet,Online
2023-11-09,North,Electronics,Headphones,6,409.52,0,3016.02,1249.02,54,5.0,Credit Card,In-Store
2023-11-09,North,Furniture,Sofa,3,278.1,0,1024.06,234.72,30,4.6,Credit Card,Online
2023-11-09,East,Toys,Board Game,6,49.55,10,328.46,138.85,34,4.5,Credit Card,Online
2023-11-10,East,Furniture,Table,11,253.43,10,3093.83,1318.18,28,3.4,Credit Card,Online
2023-11-10,North,Food,Beverages,3,28.94,0,107.06,23.01,28,5.0,Credit Card,In-Store
2023-11-11,West,Food,Bakery,5,23.39,20,115.88,33.44,39,5.0,E-Wallet,Online
2023-11-11,East,Toys,Board Game,7,47.21,5,388.84,165.17,34,2.7,Credit Card,Online
2023-11-11,East,Electronics,Headphones,8,522.54,0,5177.98,1072.21,18,4.7,Credit Card,In-Store
2023-11-12,South,Electronics,Laptop,8,361.66,0,3599.68,1487.48,56,3.8,Bank Transfer,Online
2023-11-12,South,Clothing,Shoes,4,63.27,10,283.4,73.23,58,4.3,Credit Card,Online
2023-11-12,East,Toys,Puzzle,7,34.79,0,302.95,133.69,44,3.3,E-Wallet,In-Store
2023-11-13,North,Furniture,Shelf,10,369.93,0,4622.54,1358.4,39,4.1,Bank Transfer,In-Store
2023-11-13,North,Toys,Doll,7,49.43,10,389.14,121.93,25,3.2,Cash,Online
2023-11-13,Central,Clothing,Jeans,9,60.55,5,646.9,257.47,31,3.5,Cash,Online
2023-11-14,Central,Toys,Action Figure,8,40.89,15,348.91,100.91,52,4.5,Credit Card,Online
2023-11-14,South,Toys,Puzzle,5,38.07,15,203.02,60.04,45,3.5,Cash,Online
2023-11-15,South,Clothing,Shoes,4,69.5,25,262.74,65.79,43,4.5,Cash,In-Store
2023-11-15,East,Electronics,Headphones,11,440.7,0,6108.91,1411.35,44,4.1,Credit Card,Online
2023-11-15,South,Furniture,Table,5,280.17,0,1765.3,569.26,51,5.0,Credit Card,Online
2023-11-16,North,Clothing,Jacket,4,60.97,25,231.44,75.78,49,3.7,E-Wallet,Online
2023-11-16,North,Food,Snacks,11,21.14,10,264.87,78.03,46,3.8,Credit Card,Online
2023-11-16,West,Electronics,Smartphone,13,527.99,10,7816.69,2092.51,33,3.5,E-Wallet,Online
2023-11-17,West,Food,Beverages,3,20.16,0,76.83,27.73,59,5.0,E-Wallet,In-Store
2023-11-17,North,Electronics,Tablet,4,505.01,0,2566.41,831.1,31,4.1,Credit Card,In-Store
2023-11-17,North,Furniture,Chair,3,267.43,0,1019.29,309.58,26,3.9,Credit Card,Online
2023-11-18,North,Furniture,Shelf,9,274.86,5,2997.52,608.21,30,4.7,Credit Card,In-Store
2023-11-18,West,Toys,Action Figure,4,44.71,0,228.13,69.14,22,3.3,E-Wallet,Online
2023-11-19,North,Food,Snacks,8,32.41,5,315.41,124.26,45,2.9,Credit Card,Online
2023-11-19,North,Electronics,Smartphone,6,534.99,10,3699.15,1120.85,37,4.3,E-Wallet,In-Store
2023-11-19,West,Furniture,Chair,7,273.88,0,2454.81,601.73,52,4.1,E-Wallet,Online
2023-11-20,North,Clothing,Jeans,3,53.28,0,205.45,48.41,18,3.4,E-Wallet,In-Store
2023-11-20,West,Furniture,Sofa,5,369.93,5,2258.56,564.5,40,4.3,Credit Card,In-Store
2023-11-20,North,Clothing,Jacket,10,61.33,0,788.23,179.68,34,5.0,Cash,In-Store
2023-11-21,North,Electronics,Tablet,8,390.84,0,4033.78,1477.61,33,4.4,Credit Card,In-Store
2023-11-21,North,Furniture,Sofa,5,369.33,0,2382.39,769.77,24,2.4,Credit Card,Online
2023-11-22,West,Furniture,Table,4,362.41,5,1783.17,454.89,38,5.0,Credit Card,In-Store
2023-11-22,Central,Electronics,Smartphone,2,581.38,10,1354.99,520.16,28,5.0,E-Wallet,Online
2023-11-22,West,Furniture,Sofa,6,376.46,0,2924.67,1044.41,57,4.4,Bank Transfer,In-Store
2023-11-23,South,Clothing,Shoes,3,73.55,10,258.06,62.5,46,4.2,Credit Card,Online
2023-11-23,West,Furniture,Sofa,8,247.89,20,2061.49,530.79,50,3.0,Cash,In-Store
2023-11-23,North,Food,Snacks,7,21.31,10,174.41,36.14,18,3.4,Credit Card,In-Store
2023-11-24,South,Toys,Puzzle,5,43.38,0,282.82,56.85,49,3.8,E-Wallet,In-Store
2023-11-24,Central,Clothing,T-Shirt,7,63.94,5,554.47,216.14,48,3.4,Credit Card,In-Store
2023-11-24,North,Food,Dairy,5,25.72,10,150.94,33.95,32,3.7,Cash,In-Store
2023-11-25,North,Electronics,Headphones,5,449.28,25,2204.33,939.86,35,4.4,Cash,Online
2023-11-25,North,Clothing,Jacket,6,60.94,25,358.77,97.78,25,3.8,E-Wallet,In-Store
2023-11-26,North,Toys,Puzzle,5,43.39,5,270.53,106.85,34,5.0,Credit Card,In-Store
2023-11-26,North,Toys,Doll,7,32.04,10,264.99,99.35,45,4.2,Cash,In-Store
2023-11-26,East,Electronics,Smartphone,10,418.66,20,4396.62,938.33,29,4.6,Cash,In-Store
2023-11-27,South,Electronics,Headphones,5,476.61,15,3275.31,1258.42,38,4.6,Credit Card,Online
2023-11-27,Central,Clothing,Shoes,4,69.67,5,428.06,120.59,71,4.3,Credit Card,Online
2023-11-27,West,Furniture,Table,7,266.12,0,3012.17,1221.34,25,4.0,E-Wallet,In-Store
2023-11-28,South,Electronics,Smartphone,6,483.05,0,4698.44,2004.6,42,4.8,E-Wallet,Online
2023-11-28,South,Furniture,Table,7,347.17,5,3742.61,1366.69,24,5.0,Credit Card,Online
2023-11-28,South,Food,Bakery,3,25.56,10,111.87,32.88,18,2.4,E-Wallet,In-Store
2023-11-29,East,Toys,Doll,4,32.54,25,158.66,61.56,48,3.1,Cash,Online
2023-11-29,South,Furniture,Chair,2,307.39,20,799.3,299.7,32,3.8,Bank Transfer,In-Store
2023-11-30,East,Toys,Doll,6,37.93,0,370.75,101.15,58,3.1,Bank Transfer,In-Store
2023-11-30,South,Furniture,Shelf,8,379.45,10,4450.82,1888.49,45,3.5,Cash,Online
2023-11-30,East,Food,Bakery,4,21.56,0,140.48,47.52,27,3.6,Credit Card,In-Store
2023-12-01,South,Electronics,Smartphone,4,506.81,10,2979.4,639.28,26,3.9,Cash,Online
2023-12-01,South,Food,Dairy,9,20.66,10,273.26,95.85,47,2.9,E-Wallet,In-Store
2023-12-01,Central,Electronics,Laptop,4,460.39,0,3007.24,1026.82,24,3.7,Bank Transfer,Online
2023-12-02,West,Electronics,Headphones,2,484.65,0,1586.49,421.13,23,5.0,Credit Card,In-Store
2023-12-02,North,Toys,Board Game,6,37.96,0,372.78,95.15,18,3.8,E-Wallet,Online
2023-12-02,Central,Food,Bakery,13,25.69,0,546.6,140.8,46,4.5,E-Wallet,In-Store
2023-12-03,East,Furniture,Chair,5,264.53,20,1735.79,348.08,27,4.1,Credit Card,In-Store
2023-12-03,Central,Food,Dairy,7,23.8,0,273.31,118.11,42,4.1,Cash,Online
2023-12-04,West,Toys,Board Game,4,44.42,0,292.12,59.72,21,3.9,Credit Card,In-Store
2023-12-04,South,Electronics,Laptop,7,427.91,0,4924.3,1046.18,18,4.6,E-Wallet,In-Store
2023-12-04,North,Toys,Doll,9,49.99,20,591.78,140.23,47,3.5,E-Wallet,In-Store
2023-12-05,South,Clothing,Jacket,8,66.85,0,881.09,296.46,35,4.1,Bank Transfer,In-Store
2023-12-05,East,Clothing,Jeans,6,61.16,0,604.54,140.42,29,3.5,Bank Transfer,Online
2023-12-05,East,Furniture,Sofa,4,245.81,10,1457.88,575.56,31,4.6,Credit Card,In-Store
2023-12-06,South,Toys,Action Figure,6,41.99,0,415.92,104.85,31,3.1,Credit Card,Online
2023-12-06,North,Furniture,Shelf,12,354.72,0,7026.84,2836.67,64,4.4,E-Wallet,Online
2023-12-06,West,Furniture,Sofa,4,279.83,10,1663.03,409.37,41,4.3,E-Wallet,In-Store
2023-12-07,Central,Clothing,T-Shirt,17,72.2,0,2030.29,601.71,39,3.0,E-Wallet,In-Store
2023-12-07,East,Furniture,Chair,6,277.77,20,2205.37,938.37,28,5.0,Credit Card,Online
2023-12-08,North,Clothing,Jacket,1,72.71,10,108.45,24.53,48,4.5,E-Wallet,Online
2023-12-08,South,Electronics,Tablet,6,379.19,5,3581.84,1094.29,23,3.2,Cash,In-Store
2023-12-08,North,Toys,Doll,6,49.32,0,490.44,140.24,44,4.1,Credit Card,Online
2023-12-09,Central,Furniture,Chair,4,314.88,15,1777.45,673.87,44,2.8,Credit Card,Online
2023-12-09,North,Clothing,Jacket,2,56.9,10,170.03,39.46,51,2.7,E-Wallet,Online
2023-12-09,East,Food,Bakery,5,23.31,0,193.54,60.71,18,5.0,Cash,Online
2023-12-10,South,Furniture,Chair,6,304.8,0,3041.68,1048.53,52,3.0,Bank Transfer,In-Store
2023-12-10,East,Electronics,Smartphone,3,584.79,5,2771.96,877.13,42,4.6,E-Wallet,In-Store
2023-12-11,West,Electronics,Headphones,5,409.57,15,2900.04,795.11,28,5.0,Credit Card,Online
2023-12-11,West,Food,Beverages,8,21.29,20,227.01,62.71,18,3.4,Cash,Online
2023-12-11,North,Clothing,Jeans,5,65.55,10,491.45,177.22,32,5.0,Credit Card,In-Store
2023-12-12,North,Furniture,Shelf,7,313.28,5,3476.55,1229.61,40,4.1,Cash,In-Store
2023-12-12,North,Clothing,Shoes,7,63.73,0,744.4,230.35,18,4.0,Credit Card,Online
2023-12-12,Central,Electronics,Tablet,8,510.06,10,6128.4,1341.5,26,3.3,E-Wallet,In-Store
2023-12-13,Central,Clothing,Jacket,9,56.01,25,631.94,166.61,21,3.5,Cash,Online
2023-12-13,East,Electronics,Smartphone,5,564.9,5,4484.74,1580.41,32,2.3,Credit Card,Online
2023-12-13,East,Clothing,Jacket,7,61.07,0,714.5,261.32,23,3.4,Credit Card,Online
2023-12-14,West,Food,Bakery,6,21.61,0,217.07,69.27,66,4.8,Cash,In-Store
2023-12-14,North,Toys,Action Figure,7,46.85,0,548.9,127.62,49,3.2,Bank Transfer,In-Store
2023-12-15,Central,Food,Dairy,5,28.04,10,211.5,94.72,23,3.4,Cash,Online
2023-12-15,South,Food,Dairy,3,23.95,20,96.34,26.24,25,3.2,E-Wallet,In-Store
2023-12-15,South,Toys,Puzzle,3,44.43,0,223.43,84.09,18,2.9,Credit Card,Online
2023-12-16,East,Toys,Board Game,11,36.4,0,672.04,267.4,36,4.7,Credit Card,Online
2023-12-16,North,Furniture,Shelf,3,306.73,5,1467.33,655.85,61,3.0,Cash,Online
2023-12-16,North,Furniture,Sofa,5,374.91,20,2517.23,568.52,53,4.1,E-Wallet,In-Store
2023-12-17,West,Food,Beverages,9,21.67,5,311.39,69.11,40,3.7,Cash,Online
2023-12-17,North,Food,Dairy,4,24.83,0,166.95,72.57,34,4.8,Cash,Online
2023-12-17,East,Electronics,Laptop,13,544.76,0,11902.55,3803.41,45,3.3,E-Wallet,Online
2023-12-18,North,Electronics,Smartphone,3,578.14,5,2772.68,1141.94,41,3.7,Credit Card,In-Store
2023-12-18,South,Furniture,Table,4,308.09,15,1762.71,458.88,43,3.2,Credit Card,Online
2023-12-19,South,Furniture,Chair,8,316.05,0,4259.62,1208.25,40,3.5,Credit Card,Online
2023-12-19,South,Electronics,Tablet,4,488.74,5,3128.86,1175.57,43,3.3,Credit Card,Online
2023-12-19,West,Electronics,Smartphone,7,569.78,10,6047.45,2544.52,19,4.0,Bank Transfer,Online
2023-12-20,South,Clothing,Shoes,5,73.75,5,590.79,143.09,36,5.0,Cash,In-Store
2023-12-20,East,Clothing,Jeans,5,53.12,0,447.93,126.06,41,3.8,Cash,In-Store
2023-12-20,East,Electronics,Smartphone,1,458.27,20,618.31,277.19,32,5.0,Bank Transfer,Online
2023-12-21,West,Clothing,Shoes,10,61.92,10,940.83,275.69,21,4.9,Bank Transfer,In-Store
2023-12-21,Central,Toys,Action Figure,6,47.78,10,435.61,107.78,38,4.1,Cash,Online
2023-12-21,West,Furniture,Shelf,2,330.43,10,1004.14,303.56,75,4.8,E-Wallet,Online
2023-12-22,North,Furniture,Chair,6,338.13,25,2571.28,884.06,27,4.5,Credit Card,Online
2023-12-22,North,Electronics,Tablet,4,584.59,5,3753.94,1141.28,36,3.0,E-Wallet,In-Store
2023-12-23,South,Food,Snacks,4,20.94,5,134.56,39.71,54,4.0,Credit Card,In-Store
2023-12-23,East,Electronics,Smartphone,8,410.18,5,5272.48,1528.97,61,4.2,Cash,In-Store
2023-12-23,North,Clothing,Shoes,10,60.24,5,967.87,201.55,30,5.0,Credit Card,Online
2023-12-24,East,Food,Beverages,6,24.35,0,247.28,100.23,50,3.3,Bank Transfer,In-Store
2023-12-24,East,Clothing,Shoes,6,48.65,25,370.57,109.03,48,4.6,Credit Card,In-Store
2023-12-24,South,Toys,Puzzle,5,33.84,20,229.09,92.33,31,3.2,Cash,Online
2023-12-25,West,Clothing,T-Shirt,3,68.43,0,347.74,138.23,46,5.0,E-Wallet,In-Store
2023-12-25,North,Toys,Doll,7,49.59,0,587.98,166.21,35,5.0,E-Wallet,Online
2023-12-25,North,Toys,Puzzle,9,42.28,0,644.65,142.48,29,3.0,E-Wallet,In-Store
2023-12-26,West,Clothing,Jeans,7,64.18,20,609.19,249.91,60,5.0,E-Wallet,Online
2023-12-26,East,Clothing,Jeans,5,55.65,5,448.1,93.82,46,4.9,E-Wallet,In-Store
2023-12-27,West,Toys,Board Game,8,47.36,10,578.33,214.07,18,5.0,Credit Card,In-Store
2023-12-27,South,Food,Snacks,8,29.4,20,319.11,112.38,36,5.0,Credit Card,Online
2023-12-27,North,Toys,Action Figure,6,43.77,5,423.13,174.15,31,5.0,Credit Card,In-Store
2023-12-28,West,Furniture,Shelf,7,271.9,15,2745.42,812.76,35,3.9,Bank Transfer,Online
2023-12-28,West,Toys,Puzzle,6,33.94,5,328.3,98.78,44,5.0,Cash,Online
2023-12-28,West,Food,Beverages,6,20.8,10,190.63,64.71,41,3.4,Credit Card,In-Store
2023-12-29,South,Furniture,Chair,9,328.9,5,4774.4,1580.22,56,3.4,E-Wallet,Online
2023-12-29,East,Electronics,Tablet,8,545.63,5,7040.4,2071.68,53,3.6,Cash,Online
2023-12-29,South,Electronics,Smartphone,5,553.12,25,3521.58,1071.0,22,4.6,Credit Card,In-Store
2023-12-30,North,Food,Dairy,4,25.8,10,157.72,56.22,36,3.4,E-Wallet,In-Store
2023-12-30,Central,Toys,Board Game,7,47.69,5,538.59,123.32,18,3.1,Credit Card,In-Store
2023-12-31,North,Clothing,T-Shirt,5,76.41,0,649.07,183.74,25,3.3,E-Wallet,In-Store
2023-12-31,Central,Food,Bakery,9,23.44,0,358.41,142.88,18,3.7,Cash,In-Store
2023-12-31,South,Furniture,Table,5,299.69,10,2291.31,847.84,18,4.2,Credit Card,In-Store
2024-01-01,North,Furniture,Shelf,5,379.72,5,2524.11,638.68,56,3.4,Bank Transfer,In-Store
2024-01-01,East,Electronics,Smartphone,13,436.1,15,6743.73,2858.46,47,3.1,Credit Card,Online
2024-01-01,Central,Furniture,Chair,4,377.08,5,2005.25,526.26,46,4.3,Credit Card,In-Store
2024-01-02,West,Food,Beverages,5,32.26,5,214.51,77.29,53,5.0,E-Wallet,Online
2024-01-02,West,Furniture,Shelf,5,339.27,15,2018.28,629.86,45,3.8,Credit Card,Online
2024-01-03,West,Food,Bakery,5,30.21,5,200.89,76.31,36,4.8,Credit Card,In-Store
2024-01-03,West,Clothing,T-Shirt,4,70.49,20,315.76,64.22,30,4.2,Credit Card,In-Store
2024-01-03,West,Electronics,Tablet,4,517.4,10,2607.54,582.89,60,4.6,Cash,Online
2024-01-04,North,Furniture,Table,7,286.04,0,2803.19,610.78,54,4.7,Credit Card,Online
2024-01-04,East,Food,Snacks,7,20.71,10,182.69,73.77,35,4.1,E-Wallet,Online
2024-01-04,North,Toys,Action Figure,6,38.86,0,326.43,78.21,47,3.2,Credit Card,Online
2024-01-05,Central,Electronics,Tablet,7,510.06,0,4998.43,1580.26,18,3.0,Credit Card,Online
2024-01-05,Central,Clothing,T-Shirt,5,51.08,0,357.52,97.62,48,4.9,Cash,In-Store
2024-01-05,North,Food,Beverages,7,20.15,10,177.71,70.31,31,4.6,Credit Card,Online
2024-01-06,West,Clothing,Shoes,6,52.19,0,438.34,119.23,73,4.7,Cash,Online
2024-01-06,Central,Clothing,Shoes,5,69.47,0,486.23,107.67,52,4.5,Cash,In-Store
2024-01-07,North,Furniture,Sofa,4,385.92,0,2160.38,827.71,18,4.9,Bank Transfer,In-Store
2024-01-07,East,Furniture,Shelf,4,387.46,0,2169.01,849.51,28,4.2,Credit Card,Online
2024-01-07,Central,Food,Beverages,6,26.17,0,219.79,93.17,38,2.8,Cash,Online
2024-01-08,North,Toys,Puzzle,3,49.39,0,207.29,79.46,37,4.2,Credit Card,Online
2024-01-08,West,Food,Dairy,4,29.21,0,163.47,51.67,36,5.0,E-Wallet,In-Store
2024-01-08,South,Toys,Doll,4,42.02,0,235.17,56.87,50,4.3,Bank Transfer,Online
2024-01-09,Central,Clothing,Shoes,4,65.18,0,364.65,138.68,30,3.0,Bank Transfer,In-Store
2024-01-09,Central,Electronics,Tablet,9,390.88,15,4182.05,1232.51,37,4.8,Credit Card,In-Store
2024-01-09,Central,Food,Beverages,4,31.72,10,159.71,52.72,57,5.0,Credit Card,In-Store
2024-01-10,East,Food,Dairy,5,24.4,5,162.02,61.22,58,3.6,Cash,Online
2024-01-10,Central,Toys,Action Figure,10,40.92,20,457.67,147.56,50,4.5,Credit Card,In-Store
2024-01-11,West,Clothing,Jacket,6,68.15,0,571.31,233.1,33,4.4,E-Wallet,Online
2024-01-11,South,Clothing,T-Shirt,6,58.02,0,486.37,141.1,28,4.2,Credit Card,Online
2024-01-11,West,Toys,Action Figure,5,37.09,15,220.21,92.73,37,4.8,E-Wallet,Online
2024-01-12,North,Clothing,Jeans,5,66.93,10,420.56,112.4,38,3.8,Bank Transfer,In-Store
2024-01-12,East,Furniture,Chair,2,243.75,25,510.52,207.05,37,4.8,Credit Card,Online
2024-01-12,North,Electronics,Headphones,3,522.16,20,1749.85,350.78,45,5.0,E-Wallet,In-Store
2024-01-13,North,Food,Bakery,8,26.43,0,294.98,72.0,42,3.8,Credit Card,Online
2024-01-13,North,Electronics,Laptop,5,496.29,25,2596.85,945.36,42,4.8,Credit Card,In-Store
2024-01-13,West,Food,Bakery,6,27.9,20,186.85,64.17,31,3.9,Credit Card,Online
2024-01-14,South,Furniture,Shelf,7,319.06,5,2958.16,1139.49,22,3.0,Credit Card,Online
2024-01-14,West,Clothing,T-Shirt,7,65.48,25,479.26,123.76,47,3.1,Credit Card,Online
2024-01-15,North,Toys,Board Game,7,45.68,0,445.38,158.03,38,4.4,Cash,In-Store
2024-01-15,South,Furniture,Shelf,6,352.97,10,2655.09,693.52,43,2.6,E-Wallet,Online
2024-01-15,East,Electronics,Laptop,8,523.68,0,5835.84,2599.28,43,4.1,Credit Card,In-Store
2024-01-16,West,Toys,Action Figure,8,49.39,0,549.9,228.81,18,3.4,E-Wallet,Online
2024-01-16,South,Clothing,Jeans,6,53.68,10,403.43,144.73,60,2.3,E-Wallet,In-Store
2024-01-16,East,Furniture,Table,4,300.17,0,1670.94,706.43,30,4.5,E-Wallet,Online
2024-01-17,Central,Toys,Puzzle,11,50.96,10,701.3,210.19,55,3.0,Cash,Online
2024-01-17,East,Furniture,Table,4,299.49,5,1582.12,691.85,43,5.0,Credit Card,In-Store
2024-01-17,North,Furniture,Shelf,9,258.73,5,3075.32,722.88,23,5.0,E-Wallet,Online
2024-01-18,North,Clothing,Jeans,5,63.76,0,442.72,114.96,28,3.9,E-Wallet,Online
2024-01-18,Central,Food,Beverages,4,21.37,10,106.82,42.29,29,2.5,Credit Card,Online
2024-01-19,North,Toys,Doll,8,36.06,15,340.06,111.9,29,4.4,E-Wallet,In-Store
2024-01-19,Central,Clothing,Jeans,6,77.95,10,583.8,196.77,18,5.0,Credit Card,Online
2024-01-19,East,Furniture,Shelf,8,321.2,10,3207.53,862.13,27,4.9,E-Wallet,Online
2024-01-20,Central,Clothing,Jeans,11,56.52,5,818.13,286.04,50,4.9,Credit Card,In-Store
2024-01-20,West,Food,Bakery,3,32.43,5,128.04,56.56,51,5.0,Cash,Online
2024-01-20,Central,Toys,Action Figure,7,51.33,5,472.82,180.41,29,3.1,Cash,In-Store
2024-01-21,South,Food,Bakery,4,25.51,25,105.85,35.3,18,5.0,Credit Card,In-Store
2024-01-21,West,Electronics,Laptop,7,418.59,10,3647.71,752.8,46,5.0,Credit Card,In-Store
2024-01-21,South,Toys,Doll,6,48.77,5,384.5,88.32,23,3.6,Bank Transfer,Online
2024-01-22,East,Food,Beverages,4,28.95,5,151.92,61.47,24,3.8,Cash,In-Store
2024-01-22,East,Furniture,Table,7,343.04,5,3150.8,848.13,34,5.0,Cash,Online
2024-01-23,Central,Toys,Board Game,5,49.86,10,309.43,66.77,33,5.0,E-Wallet,Online
2024-01-23,Central,Toys,Doll,7,45.79,5,419.91,188.04,27,3.4,E-Wallet,Online
2024-01-23,West,Clothing,T-Shirt,4,56.51,10,280.57,75.69,28,3.1,Credit Card,Online
2024-01-24,South,Furniture,Shelf,4,344.08,0,1894.9,635.11,31,3.9,E-Wallet,Online
2024-01-24,South,Electronics,Tablet,6,428.81,5,3365.15,942.04,28,2.9,Credit Card,In-Store
2024-01-24,West,Food,Snacks,8,29.49,20,259.85,77.59,29,3.5,Credit Card,Online
2024-01-25,North,Clothing,Shoes,5,66.59,0,457.63,93.28,34,3.5,E-Wallet,Online
2024-01-25,North,Food,Snacks,10,20.97,25,216.14,81.66,42,5.0,Bank Transfer,Online
2024-01-26,South,Electronics,Laptop,4,475.39,0,2608.82,661.24,41,5.0,Credit Card,Online
2024-01-26,South,Electronics,Tablet,9,437.24,0,5398.85,2112.79,30,4.9,Cash,Online
2024-01-26,South,Toys,Doll,5,38.57,5,251.36,85.74,33,3.4,Cash,Online
2024-01-27,North,Electronics,Smartphone,6,495.51,15,3460.48,713.39,55,4.0,Credit Card,Online
2024-01-27,North,Food,Beverages,9,24.03,10,266.52,68.89,50,3.7,Bank Transfer,In-Store
2024-01-27,North,Furniture,Sofa,6,356.53,0,2929.33,1086.91,45,4.2,E-Wallet,Online
2024-01-28,Central,Furniture,Sofa,6,250.62,0,2055.06,606.57,18,4.6,E-Wallet,In-Store
2024-01-28,South,Toys,Doll,5,45.21,10,278.03,121.66,39,3.7,Cash,In-Store
2024-01-28,South,Food,Snacks,6,30.11,0,246.94,94.68,29,3.2,Credit Card,Online
2024-01-29,West,Food,Dairy,7,28.41,5,257.67,69.67,25,5.0,Cash,Online
2024-01-29,North,Electronics,Tablet,6,471.88,5,3668.34,1127.93,33,5.0,Cash,Online
2024-01-30,Central,Food,Dairy,7,31.88,10,273.33,90.9,51,4.4,E-Wallet,Online
2024-01-30,West,Clothing,T-Shirt,8,57.0,0,620.57,172.07,49,3.1,Credit Card,In-Store
2024-01-30,North,Electronics,Tablet,5,364.31,0,2479.03,868.62,29,4.7,Cash,Online
2024-01-31,South,Clothing,T-Shirt,7,60.96,5,550.47,244.11,39,3.9,E-Wallet,Online
2024-01-31,Central,Toys,Doll,4,32.66,0,177.4,60.27,32,2.2,E-Wallet,Online
2024-01-31,Central,Furniture,Sofa,5,383.09,5,2470.97,554.65,34,3.7,Credit Card,Online
2024-02-01,East,Toys,Action Figure,8,36.2,15,333.48,78.65,50,4.5,E-Wallet,Online
2024-02-01,East,Furniture,Sofa,7,358.34,0,3398.31,1181.77,37,3.8,Cash,Online
2024-02-01,North,Toys,Board Game,3,47.49,0,193.02,85.79,18,4.4,E-Wallet,Online
2024-02-02,Central,Food,Beverages,8,22.72,0,245.68,71.47,39,4.4,Credit Card,In-Store
